social_media_hours,gaming_hours,online_work_hours,physical_activity_hours,caffeine_intake,screen_time_before_bed,age,sleep_hours,sleep_category
2.137705092,0.689279485,1.491506097,0.158838738,3.172912088,1.490086268,24,6.601546552,6-8
0.127095634,0.769156075,6.236675789,0.171316499,3.989570798,0.852822279,44,6.196727743,6-8
0.539457135,0.163474465,2.801002073,1.788381749,1.979852363,0.401485089,20,7.736183577,6-8
0.157145928,0.675740252,0.462741413,0.383734649,4.575450342,1.888673091,27,6.695934735,6-8
3.182052056,1.114361356,7.752821041,0.646743124,2.665144336,0.162996104,19,4.004074939,<6
1.571779905,0.708041937,7.07028708,0.453312804,0.789774114,2.245935702,42,5.943270589,<6
2.542853456,0.354810135,7.422018266,0.709992612,3.479495591,0.952760386,20,4.528600801,<6
4.53783237,0.482543484,7.959262581,0.138847685,3.966306752,0.000404079,33,3.87109503,<6
1.246461146,1.843115072,1.391161994,1.038119582,1.583808385,1.533387418,19,6.01508864,6-8
2.051914615,0.825334874,3.169936151,0.135225127,4.285896285,0.140555726,45,6.128520016,6-8
3.777755693,1.457079444,6.065907806,1.600713016,4.530716274,0.828508673,41,3.871697379,<6
1.143990827,2.013669083,5.568164944,0.467424164,1.384522437,2.120929462,27,5.988195847,<6
0.384899549,2.761579315,1.231167251,1.080023829,4.917607364,0.188068865,23,6.87790486,6-8
1.448757265,0.157248559,6.526665,1.760158175,0.70355764,2.518015477,39,6.032419579,6-8
0.806106436,3.197641596,1.795524575,1.301754738,1.010078342,0.011459768,43,6.859081259,6-8
4.648488262,2.511601558,1.790540919,1.065915573,0.921124196,0.740471608,28,4.922050602,<6
4.040601898,0.327036128,4.295795383,0.648667506,4.46994855,2.222712168,40,4.500613605,<6
3.167018783,3.494314496,4.743519479,0.666003826,3.271462762,0.948810449,24,3.787869894,<6
4.357302951,3.683489602,4.640689663,1.33897391,0.760521416,0.305677164,44,3.132490897,<6
4.018360384,0.244311839,0.731894699,1.988278722,2.201617092,1.080701756,46,6.322294247,6-8
0.932850294,1.107510593,7.019686901,1.32367838,3.076490125,0.811179859,32,5.10443741,<6
4.462794992,3.224805119,2.124800341,1.115566835,0.417320425,2.528135706,23,4.716811008,<6
2.69671121,2.993038762,1.03611937,1.46130102,4.412081842,0.940043753,37,5.411966907,<6
4.037200776,0.738084077,7.109984639,0.930411225,4.018017677,2.366797415,44,4.554870448,<6
4.4804565,0.837397293,7.645211986,0.120284685,2.526033868,2.675616434,26,3.611969434,<6
1.590017375,1.481888411,6.897020938,1.124593632,4.835633076,1.301452259,39,5.07011149,<6
0.550259623,1.938091941,6.476128598,1.915250569,2.088804896,2.729829432,37,6.57984692,6-8
1.139675813,2.473019086,5.241935845,0.350605885,4.920551595,1.131954162,29,5.420524819,<6
2.135538943,1.475654558,4.406858965,1.380009782,3.339599994,2.892235249,36,5.846283282,<6
4.09007383,1.850138865,0.695894079,0.401867377,3.173356366,0.267868574,37,5.298600981,<6
4.303652916,2.989883753,3.267625705,1.071655369,0.829774476,2.0610578,20,3.768416377,<6
0.034760653,0.146732812,2.981508136,0.193352899,4.409638792,1.481442121,32,7.337734534,6-8
2.553736513,1.009747777,2.07803027,0.900741873,2.13744844,1.162946416,19,6.367313471,6-8
2.087055016,2.853398344,5.78736091,1.512326658,0.811167029,1.898135636,47,4.807220537,<6
1.110539052,3.580827351,3.967005881,0.695143048,0.0630376,2.111571275,38,5.65728001,<6
0.599326837,2.046709768,0.648369727,1.329823449,2.798778418,0.013089809,19,7.056065255,6-8
1.688075857,2.128453941,1.761465616,1.590899922,2.636998111,0.500859266,39,6.311454539,6-8
4.71454852,0.428688045,5.466070109,1.854355639,3.596768112,2.139138152,20,4.784465169,<6
1.61601466,1.789649467,0.609046876,0.469284164,4.451290265,1.999156241,23,6.944628068,6-8
2.593953109,2.130469066,6.809655312,0.798631832,0.397032923,2.898142515,32,5.442721284,<6
3.515094794,0.969882015,3.961172216,0.304832027,3.657482452,2.283113371,44,4.228845321,<6
1.818148012,1.076972924,3.844692619,1.984967004,0.93705972,2.852318123,27,6.811714718,6-8
4.858910414,1.509136652,4.739262277,1.854001936,4.290885266,2.107621505,26,4.961530056,<6
4.812236475,0.080284791,6.597447727,1.079914261,4.095317569,0.894156626,18,4.358153561,<6
1.258911479,1.288316662,2.782473663,1.684066589,2.703968775,0.316094767,49,7.207867841,6-8
2.486242529,0.845792028,5.42412922,1.041915955,3.551213993,2.34547159,33,6.381903893,6-8
1.504391549,1.309989409,4.525855712,1.247171376,1.571750566,1.932447664,23,6.67846739,6-8
1.424202472,0.479048527,2.136226161,0.178248864,2.355839495,0.144558037,26,6.659483981,6-8
0.184434737,3.562109123,7.029039891,1.510540841,4.108184489,1.080151398,44,5.998229957,<6
3.04782167,2.374369814,6.379408173,0.255426967,2.296325986,2.870399446,21,4.407335994,<6
2.513395116,2.716409277,5.267614677,1.652135261,1.788991327,1.501203437,44,5.203549691,<6
0.257393756,3.156684954,6.804653833,1.564056175,2.471062236,1.298187408,45,5.60977038,<6
1.393232321,1.993768796,6.938353608,1.417489395,4.141246262,1.373098815,19,6.110411351,6-8
4.54132943,0.347681152,5.666903814,0.072320761,1.676040237,0.626648172,46,3.936528048,<6
1.197809453,2.148426167,6.696106627,0.606256712,0.868807966,1.106121513,21,6.278526177,6-8
0.72447436,2.347364472,5.579771693,0.52622514,3.560070102,1.109439768,18,5.869391733,<6
2.447263801,2.981757897,5.441126174,0.720272815,4.129891064,0.157065061,36,3.897055146,<6
4.928252271,1.726638185,4.948891026,0.175285494,0.503187393,2.302702886,43,4.214195759,<6
1.210276358,0.510321211,6.021733116,1.873915646,1.199370564,1.249513296,42,5.429643218,<6
3.360677737,1.135103623,1.268840842,1.107604481,0.709859949,2.46653966,27,6.299411234,6-8
3.808098077,1.452329186,7.046966074,0.611048621,1.739707058,2.551044003,38,4.702818613,<6
1.18818772,2.583668965,6.974748222,0.793963034,2.251754895,0.635982164,32,4.952691249,<6
3.641081743,2.283113219,0.233978264,0.894405081,3.744131685,1.972060447,44,5.403411714,<6
1.838915664,1.424386904,6.606534005,1.201188667,3.255737924,1.416845412,39,6.343780821,6-8
3.161529153,3.946060995,1.03095894,1.031358855,3.104642837,2.640470214,36,4.775295358,<6
3.167648554,2.423099277,2.680950834,1.838783946,1.761874733,0.647222038,33,4.99904969,<6
2.67887342,0.948907167,5.94806605,0.993926966,4.207237765,2.033439601,38,5.804563944,<6
0.45144885,0.40712989,1.286079168,1.98431603,2.356435837,1.823256367,44,8.735865595,>8
4.176512478,0.611436557,6.543736193,1.702849915,4.89552469,0.885904433,41,4.442715897,<6
1.603900325,0.983830914,6.657073424,0.417021029,3.170710691,0.409802711,39,5.885252636,<6
0.932592552,0.642725493,4.05974187,1.861190429,0.631323708,1.954919281,21,7.694900418,6-8
0.203875708,0.746268096,0.051086974,0.232732796,3.38088781,2.215792374,19,7.024453264,6-8
2.954464716,1.140380675,2.296305065,1.634899417,1.625520077,0.946882031,47,5.806657326,<6
3.387821809,0.693494381,4.935415347,0.761246587,3.431635983,1.934497812,42,5.611605346,<6
0.082939145,3.587061699,7.849489424,1.755948641,0.348205741,1.185392723,30,6.646985191,6-8
2.560465291,0.320934983,5.054508216,1.73611338,0.874407186,2.13962065,45,6.327418942,6-8
1.132478876,2.098045558,2.078428649,1.6118508,4.278686295,0.597645825,18,6.004440599,6-8
3.225863952,1.641587308,5.072045625,1.580060873,1.135897785,2.670645008,34,6.234141746,6-8
0.871832145,3.929514468,4.319883038,0.609358278,4.185205626,0.862228789,30,5.020054452,<6
3.454688691,0.448155609,6.238763161,0.161838566,1.396380442,1.103357963,21,4.631800975,<6
1.933676732,1.591422396,0.855845111,0.805960358,3.21440955,0.174275856,24,6.476081963,6-8
4.683649944,3.877881733,6.08822322,0.34704903,3.470752868,0.334536637,34,3.811285497,<6
0.687604721,3.462028504,4.330132629,1.389902178,2.563273766,1.547585708,26,6.339193828,6-8
1.705331755,3.268288284,7.703936031,0.692199453,1.526553383,0.80277803,21,4.888497679,<6
0.567367606,1.031611308,2.734977328,1.951220402,1.063221882,2.506440677,36,7.570525536,6-8
4.623468091,0.68355035,5.060975145,1.281944155,0.165946773,0.044080166,18,4.860751724,<6
4.386696767,2.67457288,7.456224844,1.644961127,1.519732006,1.137282146,27,4.133619679,<6
1.289708139,3.717503957,0.820077824,0.265049345,3.265813953,1.01203664,21,4.564032549,<6
3.29992023,2.227051572,7.497827898,1.724028965,4.691524092,0.057982893,26,4.082111384,<6
4.086111001,2.286450758,5.503085778,1.845514381,4.356022411,0.373105197,30,4.409105157,<6
2.776004058,1.119916375,0.542696473,0.974123838,3.830323883,1.240928025,31,5.501181485,<6
2.648252892,3.077971733,2.407708536,1.212505876,3.942236716,1.478593753,27,5.433630077,<6
1.209261455,0.748174994,5.665376709,1.529619602,3.324924517,1.212869242,49,6.061999251,6-8
0.465513839,1.294716946,0.538804812,0.349677255,1.301434288,1.592813035,49,8.123564631,>8
4.48607879,1.701745754,4.657363681,1.005132153,4.535975154,1.785395025,23,4.949416136,<6
4.502090286,2.030441515,2.767064456,0.797326056,3.35366156,0.029771463,33,4.257338388,<6
3.165507286,0.96963893,4.967324142,0.292747984,2.802203155,1.392285478,23,4.865075074,<6
1.695148955,0.459347299,0.365936271,0.735068845,0.554947346,2.890497723,34,7.069486215,6-8
1.746047873,2.44248017,6.972294449,0.136344619,2.235277719,1.55709684,27,4.591318998,<6
3.629778394,1.154522213,7.787911753,0.051623814,2.301791356,2.032626802,35,4.163992289,<6
4.4855513,2.324952886,7.751022842,0.270332578,4.322818048,0.935591574,44,3.0,<6
4.435432121,0.617450861,5.997214654,1.926230223,2.733241101,2.321974134,39,4.13684304,<6
3.899377729,1.924560407,1.040689921,1.099059072,1.902002745,2.318764446,35,5.715678088,<6
3.210158231,2.13035773,6.066105567,1.931644322,4.884001643,1.563888143,20,4.948450377,<6
0.420699825,0.207294147,0.196695332,0.864995757,0.553602967,2.92804147,37,7.490103327,6-8
0.80814357,1.346417113,0.176988412,0.623632266,2.112742142,0.376650644,44,7.58009858,6-8
4.492770943,0.537658708,2.588881753,1.012283726,0.210123376,0.050842995,38,5.041424481,<6
3.032145298,0.253499882,3.909145523,0.879023377,3.699520604,2.310474635,48,5.646385853,<6
0.045985258,3.95984093,6.163259342,0.211329369,4.590382761,2.421466612,42,5.570935764,<6
0.507357714,1.28941538,5.466363013,1.281652629,1.400186648,0.360621687,45,6.493894768,6-8
3.317508846,3.239497783,3.567221651,0.432076365,4.291708384,0.796748499,32,4.583774439,<6
0.025307919,1.018562619,2.18901333,1.23917591,1.461091152,0.05265709,32,7.211403424,6-8
0.804040257,2.726010889,7.976996001,1.300402185,4.553850808,0.879925832,21,5.021279687,<6
2.743668947,3.04091144,3.409450418,0.304049706,3.769809518,2.319425622,46,4.645306256,<6
3.459475988,2.382554962,3.611096195,0.122699254,4.024533884,1.553881583,44,4.094343493,<6
3.259806298,1.886304754,1.30899057,1.561523172,0.090032778,1.04428678,26,5.913473903,<6
1.121346547,1.647363657,6.35847639,0.919600848,4.814051785,1.115217885,44,4.693588278,<6
3.560896107,1.395473066,5.549457806,0.116327591,3.63335496,0.004060877,43,4.117004373,<6
1.186245437,3.718116577,1.766156902,1.989732634,1.523755477,0.899401583,36,6.240317424,6-8
1.626998491,3.322477631,0.659048365,0.115561122,4.146973324,1.939376225,41,5.54982892,<6
3.732457026,3.860107643,5.443994417,1.390070458,1.407605992,2.922583331,45,4.042452126,<6
3.248164495,0.497188894,5.236089714,1.967357851,4.363769198,2.541182481,34,5.302491477,<6
4.246117052,2.923469901,2.186076216,0.478360208,0.562901952,0.070784894,28,4.889623887,<6
3.288064462,3.753361827,7.606908498,0.284498737,3.518429887,2.695681814,42,3.879342691,<6
2.841543017,0.724932265,1.208463134,0.242769879,2.703492383,2.34959524,26,5.597655297,<6
0.468373839,0.265985069,3.458678408,0.606550295,0.482672351,2.341128371,27,6.526379304,6-8
1.838579015,2.964482597,7.548927361,0.202091622,1.209469141,1.373987277,35,4.100238607,<6
1.326011838,2.297892453,3.357818535,1.384322683,0.062020181,1.194015879,37,6.141555964,6-8
1.219948217,3.367315107,5.108207581,0.124583596,2.343839827,0.908747186,30,4.98522028,<6
4.865052774,0.559089507,3.180755184,1.018844256,1.506326304,0.197084577,25,4.533618338,<6
1.965488623,3.181069247,2.193721619,1.993393708,2.991787421,0.68470609,24,5.274971628,<6
4.460232776,0.80650928,7.871821184,1.627940539,1.486189039,0.739810905,34,4.065269435,<6
3.15569313,0.654623771,3.274672051,1.230438876,1.499595558,1.452231209,38,5.880717311,<6
3.974056518,0.657063192,7.152793629,0.612507242,3.715965994,2.24233322,40,4.494964364,<6
2.513185466,3.258298881,1.839636847,1.247791673,0.24071418,1.421429485,32,5.469544791,<6
2.884519423,2.660788883,1.704837632,1.054082928,4.514474976,0.173533348,49,5.076814567,<6
2.462588469,2.092261699,0.249072663,0.852166768,4.261319372,2.873369403,37,5.457381662,<6
0.976214939,1.435321936,5.213334603,0.261420753,3.339023416,2.828172957,32,5.767433328,<6
3.612260576,3.508802163,2.94821075,1.77320843,2.966107851,2.355568629,49,4.36272434,<6
1.403861812,1.56978043,6.914865999,0.899569298,4.461512491,2.973983705,48,5.554445212,<6
0.121579832,3.266397758,3.785679254,0.389245024,0.926650898,1.633446998,18,5.333330077,<6
3.22736148,1.756539634,7.745547423,0.735518702,0.394845811,2.888305051,42,4.311604078,<6
0.885553397,1.507777718,1.484204126,0.828259505,1.19755085,0.226815122,31,7.087325597,6-8
4.702292922,1.850719143,6.948985344,1.655075791,3.972891394,1.097042245,22,3.894991584,<6
4.769642885,1.205511497,6.212774822,1.467228761,0.173351334,0.676143804,28,5.780320471,<6
4.574321951,2.990437521,6.167374757,1.538609787,2.914034175,0.587499252,33,3.927312348,<6
1.850793501,2.01088156,6.758265825,0.022062529,4.977187581,0.422408847,19,4.126558318,<6
0.077283083,0.928850781,6.088191928,0.832307996,4.278480469,1.867240925,25,6.239177067,6-8
4.641592813,3.598298293,5.009762573,0.962688303,2.607228445,2.343965567,28,3.0,<6
2.140920742,1.535564885,1.049959021,0.038384554,0.318204546,1.734895198,46,6.198273396,6-8
4.833274095,2.174211444,0.260209436,0.519626417,4.156867572,0.440888129,35,4.202730771,<6
4.818099885,3.625888444,7.366782783,1.520579646,2.994892541,2.43337131,20,3.644206745,<6
4.265047277,2.496951984,4.933202516,0.274219411,0.574664985,1.907864121,47,3.881779451,<6
1.47224446,0.467592163,6.372298328,1.070620263,0.469286424,1.164497118,43,6.065014934,6-8
1.925488643,3.759328494,3.852178812,0.430403744,4.548134097,2.022390887,18,4.495550161,<6
4.255683358,2.510832212,0.938465512,0.024241549,3.346001315,0.779714938,28,5.473313564,<6
1.584610026,1.339622459,1.001486338,0.482402915,4.146433997,1.035576625,33,6.174967074,6-8
0.847463733,0.557088291,5.484522298,1.95174751,4.394894501,2.752457529,35,7.374550511,6-8
2.784006312,3.176100757,3.442447159,1.603074224,2.85886176,0.871513517,47,5.568789157,<6
4.680773871,2.480291024,1.604197814,1.919153289,2.587231759,1.409964804,33,5.152742369,<6
3.480148983,2.133844368,3.932756374,0.975708088,2.152137052,2.670423412,40,5.095086218,<6
2.85030585,3.575570332,0.513671497,0.219472397,1.584732939,2.123164051,27,5.50370875,<6
0.485882469,3.154388845,4.655771215,1.095918978,2.172979804,0.186609678,35,5.027229292,<6
3.075036133,0.606699519,2.151947235,0.908754669,3.869398279,0.441909133,23,5.596327506,<6
4.950269251,1.246888271,6.380472805,1.688714165,3.009617155,0.023524772,48,4.502935852,<6
0.700420076,0.993956559,2.482895671,0.196165162,4.46261645,1.892765371,36,6.443163172,6-8
2.591648262,2.97578517,3.641761193,0.976482274,2.216900072,1.343020276,21,4.451747831,<6
4.38686536,0.134129739,0.092964319,0.300097329,3.035447894,0.402824553,44,5.508017719,<6
3.703843089,2.279558739,0.579575102,0.649351854,3.156537765,2.873802363,48,6.079500351,6-8
3.485078705,3.049834743,3.139948451,1.474714155,2.958485812,1.588979172,30,5.484532057,<6
3.51242042,3.507062547,3.839510678,0.952036259,3.513168865,0.725679882,41,4.327060877,<6
1.797455756,1.368326995,4.800164385,0.75177657,1.187167342,1.501810713,31,6.313282022,6-8
1.467959221,3.285029219,2.33330063,0.788952557,2.561818888,2.038860998,20,5.611101866,<6
4.046805777,0.442526948,5.559855089,0.918893537,0.521124014,0.228717654,27,4.103487875,<6
4.050566973,3.385809167,6.880979178,1.570033088,1.922556638,0.824111445,23,3.399299196,<6
4.335361593,0.509954649,6.238807911,1.784169378,2.438335343,2.420896473,18,5.50443289,<6
4.566202763,1.589149162,0.316950603,1.910669373,3.261121298,1.378994611,40,5.286855891,<6
2.556711994,3.189181463,3.844055578,1.573806773,4.752655263,1.639731426,41,4.871262964,<6
2.507581473,0.599669709,0.839441427,0.630813791,3.003255333,1.298448007,44,6.137419571,6-8
3.991475895,0.917005581,1.936360127,1.376269412,3.717969581,0.131699828,31,6.335040513,6-8
3.249819654,2.889010274,7.893300746,0.875206248,2.531330297,0.497249339,25,4.752135244,<6
3.509834386,2.880146146,1.139964343,0.509341244,3.170520157,1.336624916,36,6.098186569,6-8
3.978963347,2.564590532,3.991105228,1.681743159,0.354661081,0.627556396,31,4.832454356,<6
4.450026709,2.775793778,4.945245875,0.076852698,1.271957904,0.149937086,27,3.996871601,<6
1.689975784,2.170897773,5.619719764,1.803523984,1.809265466,2.530948992,34,4.981608197,<6
1.877914763,1.007196236,4.477189468,0.922954929,2.362466775,2.943577587,26,6.642552868,6-8
0.469909699,1.382783974,0.078166779,1.274402954,0.228243728,2.379428622,46,7.11018334,6-8
2.891400705,0.726390867,2.611690466,1.318707844,0.700120488,2.561354765,23,6.248032381,6-8
0.179711369,3.633802245,4.141693147,1.790235481,1.384071539,0.725931391,28,5.841677239,<6
2.327990091,2.333567179,0.702931993,1.273339364,4.857663455,2.881880927,42,5.597150453,<6
2.713223174,1.603405667,2.80501545,1.22786717,1.656735036,0.590777113,24,5.385419055,<6
1.432706261,1.848023215,0.26562487,0.133304081,2.410205291,2.854289431,34,6.171147996,6-8
2.954166303,3.789133358,0.628627977,1.036816044,0.980488564,2.984457882,45,5.203885851,<6
0.15250125,0.613405612,3.17538621,0.300338002,3.053900355,2.135168417,45,6.615227417,6-8
0.186740944,2.344919328,1.061726032,1.474867537,1.403416078,2.943431195,18,7.709594133,6-8
4.113002803,2.023554716,4.540326786,1.024443842,1.034962892,1.708619339,39,4.079772293,<6
